"year"," month","carrier","carrier_name","airport","airport_name","arr_flights","arr_del15","carrier_ct"," weather_ct","nas_ct","security_ct","late_aircraft_ct","arr_cancelled","arr_diverted"," arr_delay"," carrier_delay","weather_delay","nas_delay","security_delay","late_aircraft_delay",
2019,10,"9E","Endeavor Air Inc.","ABE","Allentown/Bethlehem/Easton, PA: Lehigh Valley International",53.00,8.00,4.81,0.00,0.00,0.00,3.19,0.00,0.00,674.00,333.00,0.00,0.00,0.00,341.00,
2019,10,"9E","Endeavor Air Inc.","AEX","Alexandria, LA: Alexandria International",115.00,19.00,7.28,0.00,7.23,0.00,4.49,0.00,1.00,615.00,195.00,0.00,211.00,0.00,209.00,
2019,10,"9E","Endeavor Air Inc.","AGS","Augusta, GA: Augusta Regional at Bush Field",142.00,10.00,2.84,0.84,2.53,0.00,3.79,0.00,0.00,734.00,208.00,119.00,91.00,0.00,316.00,
2019,10,"9E","Endeavor Air Inc.","ALB","Albany, NY: Albany International",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2019,10,"9E","Endeavor Air Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",3075.00,533.00,83.32,24.15,234.99,0.82,189.72,1.00,0.00,30295.00,7915.00,1487.00,9051.00,14.00,11828.00,
2019,10,"9E","Endeavor Air Inc.","ATW","Appleton, WI: Appleton International",48.00,3.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,144.00,0.00,51.00,16.00,0.00,77.00,
2019,10,"9E","Endeavor Air Inc.","AUS","Austin, TX: Austin - Bergstrom International",45.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,37.00,0.00,0.00,37.00,0.00,0.00,
2019,10,"9E","Endeavor Air Inc.","AVL","Asheville, NC: Asheville Regional",164.00,28.00,8.81,4.38,12.03,0.00,2.78,0.00,3.00,1867.00,602.00,824.00,330.00,0.00,111.00,
2019,10,"9E","Endeavor Air Inc.","BDL","Hartford, CT: Bradley International",47.00,5.00,2.33,0.00,0.06,0.00,2.61,0.00,0.00,156.00,64.00,0.00,3.00,0.00,89.00,
2019,10,"9E","Endeavor Air Inc.","BGR","Bangor, ME: Bangor International",111.00,39.00,6.19,0.41,13.08,0.00,19.33,1.00,0.00,2351.00,509.00,7.00,468.00,0.00,1367.00,
2019,10,"9E","Endeavor Air Inc.","BIS","Bismarck/Mandan, ND: Bismarck Municipal",29.00,3.00,1.00,0.88,0.30,0.00,0.82,0.00,0.00,199.00,65.00,103.00,17.00,0.00,14.00,
2019,10,"9E","Endeavor Air Inc.","BMI","Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",84.00,11.00,3.94,0.00,2.17,0.00,4.89,0.00,0.00,401.00,160.00,0.00,69.00,0.00,172.00,
2019,10,"9E","Endeavor Air Inc.","BNA","Nashville, TN: Nashville International",86.00,11.00,4.25,0.00,2.13,0.00,4.62,1.00,0.00,626.00,275.00,0.00,85.00,0.00,266.00,
2019,10,"9E","Endeavor Air Inc.","BOS","Boston, MA: Logan International",397.00,59.00,7.00,0.00,39.06,0.00,12.94,3.00,0.00,3709.00,264.00,0.00,2351.00,0.00,1094.00,
2019,10,"9E","Endeavor Air Inc.","BTR","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",208.00,25.00,11.43,0.69,6.21,0.00,6.68,0.00,0.00,1198.00,553.00,55.00,173.00,0.00,417.00,
2019,10,"9E","Endeavor Air Inc.","BTV","Burlington, VT: Burlington International",224.00,31.00,7.26,0.14,7.56,0.00,16.04,3.00,1.00,2686.00,1071.00,35.00,326.00,0.00,1254.00,
2019,10,"9E","Endeavor Air Inc.","BUF","Buffalo, NY: Buffalo Niagara International",247.00,48.00,7.42,0.03,5.36,0.00,35.18,3.00,0.00,3530.00,822.00,2.00,270.00,0.00,2436.00,
2019,10,"9E","Endeavor Air Inc.","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",231.00,17.00,4.69,0.00,6.63,0.00,5.68,2.00,0.00,1959.00,498.00,0.00,984.00,0.00,477.00,
2019,10,"9E","Endeavor Air Inc.","CAK","Akron, OH: Akron-Canton Regional",58.00,3.00,1.98,0.00,0.57,0.00,0.45,0.00,0.00,130.00,79.00,0.00,20.00,0.00,31.00,
2019,10,"9E","Endeavor Air Inc.","CHA","Chattanooga, TN: Lovell Field",123.00,24.00,5.10,0.00,8.45,0.00,10.45,0.00,0.00,842.00,188.00,0.00,179.00,0.00,475.00,
2019,10,"9E","Endeavor Air Inc.","CHO","Charlottesville, VA: Charlottesville Albemarle",188.00,48.00,14.01,1.91,9.97,0.00,22.12,0.00,1.00,3168.00,1034.00,63.00,451.00,0.00,1620.00,
2019,10,"9E","Endeavor Air Inc.","CHS","Charleston, SC: Charleston AFB/International",47.00,2.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,128.00,0.00,0.00,70.00,0.00,58.00,
2019,10,"9E","Endeavor Air Inc.","CID","Cedar Rapids/Iowa City, IA: The Eastern Iowa",83.00,11.00,6.60,0.00,1.38,0.00,3.01,0.00,0.00,503.00,372.00,0.00,43.00,0.00,88.00,
2019,10,"9E","Endeavor Air Inc.","CLE","Cleveland, OH: Cleveland-Hopkins International",312.00,40.00,7.75,0.00,9.66,0.00,22.58,2.00,0.00,1844.00,423.00,0.00,362.00,0.00,1059.00,
2019,10,"9E","Endeavor Air Inc.","CLT","Charlotte, NC: Charlotte Douglas International",230.00,57.00,13.08,0.00,11.92,0.00,32.00,2.00,0.00,3102.00,822.00,0.00,429.00,0.00,1851.00,
2019,10,"9E","Endeavor Air Inc.","CMH","Columbus, OH: John Glenn Columbus International",53.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00,15.00,0.00,0.00,0.00,0.00,
2019,10,"9E","Endeavor Air Inc.","CSG","Columbus, GA: Columbus Airport",115.00,25.00,7.29,0.00,10.09,0.00,7.62,0.00,1.00,792.00,283.00,0.00,219.00,0.00,290.00,
2019,10,"9E","Endeavor Air Inc.","CVG","Cincinnati, OH: Cincinnati/Northern Kentucky International",881.00,101.00,16.49,2.57,15.94,0.00,66.00,2.00,0.00,7895.00,1527.00,117.00,1397.00,0.00,4854.00,
2019,10,"9E","Endeavor Air Inc.","CWA","Mosinee, WI: Central Wisconsin",141.00,18.00,8.34,0.00,4.31,0.00,5.34,0.00,0.00,1490.00,1045.00,0.00,155.00,0.00,290.00,
2019,10,"9E","Endeavor Air Inc.","DAY","Dayton, OH: James M Cox/Dayton International",76.00,6.00,1.00,0.00,1.14,0.00,3.86,0.00,0.00,314.00,70.00,0.00,35.00,0.00,209.00,
2019,10,"9E","Endeavor Air Inc.","DCA","Washington, DC: Ronald Reagan Washington National",84.00,11.00,0.00,0.00,6.18,0.00,4.82,0.00,1.00,671.00,0.00,0.00,320.00,0.00,351.00,
2019,10,"9E","Endeavor Air Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",169.00,24.00,1.47,0.00,21.77,0.00,0.75,0.00,2.00,1949.00,137.00,0.00,1700.00,0.00,112.00,
2019,10,"9E","Endeavor Air Inc.","DSM","Des Moines, IA: Des Moines International",282.00,27.00,9.58,0.00,4.82,0.00,12.60,0.00,0.00,1391.00,485.00,0.00,222.00,0.00,684.00,
2019,10,"9E","Endeavor Air Inc.","DTW","Detroit, MI: Detroit Metro Wayne County",1198.00,86.00,16.77,0.50,12.84,0.00,55.88,1.00,2.00,6522.00,2193.00,17.00,604.00,0.00,3708.00,
2019,10,"9E","Endeavor Air Inc.","EVV","Evansville, IN: Evansville Regional",199.00,29.00,14.04,0.00,7.06,0.00,7.90,0.00,0.00,1410.00,786.00,0.00,172.00,0.00,452.00,
2019,10,"9E","Endeavor Air Inc.","EWN","New Bern/Morehead/Beaufort, NC: Coastal Carolina Regional",62.00,11.00,2.23,0.05,3.56,0.00,5.16,0.00,0.00,449.00,67.00,1.00,94.00,0.00,287.00,
2019,10,"9E","Endeavor Air Inc.","EWR","Newark, NJ: Newark Liberty International",48.00,23.00,3.00,0.00,18.60,0.00,1.40,0.00,0.00,1268.00,216.00,0.00,995.00,0.00,57.00,
2019,10,"9E","Endeavor Air Inc.","FAY","Fayetteville, NC: Fayetteville Regional/Grannis Field",28.00,4.00,2.93,0.00,1.07,0.00,0.00,0.00,0.00,117.00,91.00,0.00,26.00,0.00,0.00,
2019,10,"9E","Endeavor Air Inc.","FNT","Flint, MI: Bishop International",58.00,7.00,3.65,0.97,1.03,0.00,1.35,0.00,0.00,233.00,114.00,30.00,17.00,0.00,72.00,
2019,10,"9E","Endeavor Air Inc.","FSD","Sioux Falls, SD: Joe Foss Field",27.00,2.00,1.01,0.00,0.00,0.00,0.99,0.00,0.00,110.00,30.00,0.00,0.00,0.00,80.00,
2019,10,"9E","Endeavor Air Inc.","FWA","Fort Wayne, IN: Fort Wayne International",26.00,1.00,0.59,0.00,0.00,0.00,0.41,0.00,0.00,56.00,33.00,0.00,0.00,0.00,23.00,
2019,10,"9E","Endeavor Air Inc.","GNV","Gainesville, FL: Gainesville Regional",59.00,8.00,1.00,0.00,5.00,0.00,2.00,0.00,0.00,186.00,46.00,0.00,105.00,0.00,35.00,
2019,10,"9E","Endeavor Air Inc.","GPT","Gulfport/Biloxi, MS: Gulfport-Biloxi International",90.00,7.00,3.87,0.00,1.32,0.00,1.81,0.00,1.00,322.00,217.00,0.00,42.00,0.00,63.00,
2019,10,"9E","Endeavor Air Inc.","GRB","Green Bay, WI: Green Bay Austin Straubel International",140.00,18.00,8.48,0.00,3.17,0.00,6.35,0.00,0.00,645.00,392.00,0.00,65.00,0.00,188.00,
2019,10,"9E","Endeavor Air Inc.","GRR","Grand Rapids, MI: Gerald R. Ford International",153.00,19.00,2.25,0.00,3.81,0.00,12.94,1.00,0.00,1096.00,92.00,0.00,189.00,0.00,815.00,
2019,10,"9E","Endeavor Air Inc.","GSO","Greensboro/High Point, NC: Piedmont Triad International",61.00,21.00,2.69,0.00,3.76,0.00,14.55,1.00,0.00,1210.00,189.00,0.00,103.00,0.00,918.00,
2019,10,"9E","Endeavor Air Inc.","GSP","Greer, SC: Greenville-Spartanburg International",99.00,20.00,2.77,0.00,2.97,1.00,13.26,2.00,0.00,1268.00,262.00,0.00,99.00,26.00,881.00,
2019,10,"9E","Endeavor Air Inc.","HPN","White Plains, NY: Westchester County",104.00,11.00,2.29,0.00,0.00,0.00,8.71,0.00,0.00,375.00,89.00,0.00,0.00,0.00,286.00,
2019,10,"9E","Endeavor Air Inc.","IAD","Washington, DC: Washington Dulles International",117.00,13.00,2.62,1.00,7.96,0.00,1.42,2.00,0.00,1464.00,143.00,49.00,1155.00,0.00,117.00,
2019,10,"9E","Endeavor Air Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",101.00,31.00,0.55,0.20,28.68,0.00,1.57,0.00,0.00,1638.00,19.00,19.00,1498.00,0.00,102.00,
2019,10,"9E","Endeavor Air Inc.","IND","Indianapolis, IN: Indianapolis International",238.00,10.00,4.99,0.22,0.81,0.00,3.99,2.00,0.00,1002.00,750.00,5.00,26.00,0.00,221.00,
2019,10,"9E","Endeavor Air Inc.","JAN","Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",3.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,18.00,0.00,0.00,0.00,0.00,18.00,
2019,10,"9E","Endeavor Air Inc.","JAX","Jacksonville, FL: Jacksonville International",145.00,30.00,4.24,0.02,6.63,0.00,19.11,2.00,0.00,1714.00,287.00,3.00,248.00,0.00,1176.00,
2019,10,"9E","Endeavor Air Inc.","JFK","New York, NY: John F. Kennedy International",1704.00,162.00,35.79,2.19,62.34,0.00,61.68,29.00,0.00,13334.00,3046.00,524.00,4483.00,0.00,5281.00,
2019,10,"9E","Endeavor Air Inc.","LAN","Lansing, MI: Capital Region International",31.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,16.00,0.00,0.00,16.00,0.00,0.00,
2019,10,"9E","Endeavor Air Inc.","LEX","Lexington, KY: Blue Grass",246.00,47.00,18.14,1.65,5.12,0.00,22.09,0.00,0.00,2581.00,956.00,147.00,194.00,0.00,1284.00,
2019,10,"9E","Endeavor Air Inc.","LFT","Lafayette, LA: Lafayette Regional Paul Fournet Field",85.00,6.00,2.36,0.66,1.16,0.00,1.82,0.00,1.00,145.00,44.00,29.00,25.00,0.00,47.00,
2019,10,"9E","Endeavor Air Inc.","LGA","New York, NY: LaGuardia",2522.00,816.00,66.77,8.93,530.32,0.00,209.98,26.00,2.00,60365.00,8517.00,883.00,32893.00,0.00,18072.00,
2019,10,"9E","Endeavor Air Inc.","LNK","Lincoln, NE: Lincoln Airport",20.00,2.00,0.20,0.00,1.80,0.00,0.00,0.00,0.00,60.00,9.00,0.00,51.00,0.00,0.00,
2019,10,"9E","Endeavor Air Inc.","MCI","Kansas City, MO: Kansas City International",167.00,34.00,6.18,0.00,7.92,0.00,19.89,2.00,0.00,1720.00,335.00,0.00,241.00,0.00,1144.00,
2019,10,"9E","Endeavor Air Inc.","MDT","Harrisburg, PA: Harrisburg International",44.00,3.00,2.00,0.00,0.55,0.00,0.45,0.00,0.00,92.00,70.00,0.00,12.00,0.00,10.00,
2019,10,"9E","Endeavor Air Inc.","MDW","Chicago, IL: Chicago Midway International",3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2019,10,"9E","Endeavor Air Inc.","MEM","Memphis, TN: Memphis International",104.00,31.00,4.94,0.00,11.41,0.00,14.64,2.00,0.00,1586.00,333.00,0.00,355.00,0.00,898.00,
2019,10,"9E","Endeavor Air Inc.","MHT","Manchester, NH: Manchester-Boston Regional",27.00,15.00,0.80,0.00,2.90,0.00,11.30,0.00,0.00,1049.00,82.00,0.00,112.00,0.00,855.00,
2019,10,"9E","Endeavor Air Inc.","MKE","Milwaukee, WI: General Mitchell International",33.00,4.00,0.67,0.00,2.00,0.00,1.33,0.00,0.00,150.00,28.00,0.00,61.00,0.00,61.00,
2019,10,"9E","Endeavor Air Inc.","MLI","Moline, IL: Quad City International",85.00,11.00,3.86,0.00,2.61,0.00,4.53,0.00,0.00,301.00,124.00,0.00,59.00,0.00,118.00,
2019,10,"9E","Endeavor Air Inc.","MOB","Mobile, AL: Mobile Regional",57.00,7.00,1.81,1.00,3.22,0.00,0.97,1.00,0.00,254.00,59.00,70.00,78.00,0.00,47.00,
2019,10,"9E","Endeavor Air Inc.","MSN","Madison, WI: Dane County Regional-Truax Field",86.00,21.00,4.17,0.00,1.51,0.00,15.33,1.00,0.00,1294.00,340.00,0.00,95.00,0.00,859.00,
2019,10,"9E","Endeavor Air Inc.","MSP","Minneapolis, MN: Minneapolis-St Paul International",1127.00,116.00,21.49,5.33,34.13,0.00,55.06,0.00,1.00,7262.00,1875.00,1177.00,948.00,0.00,3262.00,
2019,10,"9E","Endeavor Air Inc.","MSY","New Orleans, LA: Louis Armstrong New Orleans International",3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2019,10,"9E","Endeavor Air Inc.","OAJ","Jacksonville/Camp Lejeune, NC: Albert J Ellis",111.00,12.00,6.06,0.00,3.51,0.00,2.43,0.00,0.00,424.00,269.00,0.00,70.00,0.00,85.00,
2019,10,"9E","Endeavor Air Inc.","OMA","Omaha, NE: Eppley Airfield",80.00,6.00,2.15,0.00,2.84,0.00,1.01,0.00,0.00,344.00,218.00,0.00,109.00,0.00,17.00,
2019,10,"9E","Endeavor Air Inc.","ORD","Chicago, IL: Chicago O'Hare International",157.00,20.00,5.06,0.00,11.76,0.00,3.18,0.00,0.00,913.00,164.00,0.00,640.00,0.00,109.00,
2019,10,"9E","Endeavor Air Inc.","ORF","Norfolk, VA: Norfolk International",246.00,44.00,6.34,0.00,17.93,0.00,19.73,2.00,0.00,2351.00,439.00,0.00,636.00,0.00,1276.00,
2019,10,"9E","Endeavor Air Inc.","PHF","Newport News/Williamsburg, VA: Newport News/Williamsburg International",57.00,3.00,0.83,0.00,1.00,0.00,1.17,0.00,0.00,226.00,70.00,0.00,16.00,0.00,140.00,
2019,10,"9E","Endeavor Air Inc.","PHL","Philadelphia, PA: Philadelphia International",207.00,23.00,4.01,0.00,11.36,0.00,7.63,0.00,0.00,1194.00,250.00,0.00,454.00,0.00,490.00,
2019,10,"9E","Endeavor Air Inc.","PIT","Pittsburgh, PA: Pittsburgh International",303.00,56.00,12.48,0.00,7.68,0.00,35.84,2.00,3.00,3868.00,1003.00,0.00,403.00,0.00,2462.00,
2019,10,"9E","Endeavor Air Inc.","PWM","Portland, ME: Portland International Jetport",193.00,41.00,5.09,0.00,9.75,0.00,26.17,2.00,0.00,3857.00,325.00,0.00,1153.00,0.00,2379.00,
2019,10,"9E","Endeavor Air Inc.","RDU","Raleigh/Durham, NC: Raleigh-Durham International",774.00,98.00,21.26,0.05,22.45,0.00,54.23,3.00,2.00,5971.00,1699.00,5.00,868.00,0.00,3399.00,
2019,10,"9E","Endeavor Air Inc.","RIC","Richmond, VA: Richmond International",197.00,39.00,12.52,0.00,6.93,0.00,19.55,2.00,0.00,2499.00,693.00,0.00,304.00,0.00,1502.00,
2019,10,"9E","Endeavor Air Inc.","ROA","Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",90.00,7.00,3.27,0.00,1.00,0.00,2.73,0.00,1.00,198.00,85.00,0.00,32.00,0.00,81.00,
2019,10,"9E","Endeavor Air Inc.","ROC","Rochester, NY: Greater Rochester International",141.00,28.00,5.79,0.00,5.10,0.00,17.11,1.00,0.00,2730.00,231.00,0.00,1367.00,0.00,1132.00,
2019,10,"9E","Endeavor Air Inc.","RST","Rochester, MN: Rochester International",53.00,2.00,0.80,0.00,0.20,0.00,1.00,0.00,0.00,32.00,12.00,0.00,3.00,0.00,17.00,
2019,10,"9E","Endeavor Air Inc.","RSW","Fort Myers, FL: Southwest Florida International",83.00,23.00,5.14,0.00,4.38,0.00,13.48,2.00,1.00,1127.00,211.00,0.00,145.00,0.00,771.00,
2019,10,"9E","Endeavor Air Inc.","SAV","Savannah, GA: Savannah/Hilton Head International",67.00,11.00,1.43,0.00,3.54,0.00,6.03,1.00,0.00,444.00,119.00,0.00,101.00,0.00,224.00,
2019,10,"9E","Endeavor Air Inc.","SDF","Louisville, KY: Louisville Muhammad Ali International",19.00,3.00,1.80,0.00,0.85,0.00,0.35,0.00,0.00,253.00,201.00,0.00,36.00,0.00,16.00,
2019,10,"9E","Endeavor Air Inc.","SGF","Springfield, MO: Springfield-Branson National",115.00,17.00,9.15,1.00,2.27,0.00,4.59,0.00,0.00,713.00,438.00,58.00,83.00,0.00,134.00,
2019,10,"9E","Endeavor Air Inc.","SHV","Shreveport, LA: Shreveport Regional",31.00,1.00,0.06,0.00,0.00,0.00,0.94,0.00,0.00,18.00,1.00,0.00,0.00,0.00,17.00,
2019,10,"9E","Endeavor Air Inc.","STL","St. Louis, MO: St Louis Lambert International",151.00,29.00,6.75,0.00,6.76,0.00,15.49,2.00,0.00,1079.00,331.00,0.00,205.00,0.00,543.00,
2019,10,"9E","Endeavor Air Inc.","SYR","Syracuse, NY: Syracuse Hancock International",139.00,17.00,2.81,0.25,7.92,0.00,6.02,2.00,0.00,859.00,197.00,20.00,302.00,0.00,340.00,
2019,10,"9E","Endeavor Air Inc.","TLH","Tallahassee, FL: Tallahassee International",51.00,7.00,2.16,0.00,1.89,0.00,2.95,0.00,1.00,334.00,93.00,0.00,74.00,0.00,167.00,
2019,10,"9E","Endeavor Air Inc.","TPA","Tampa, FL: Tampa International",79.00,8.00,4.16,0.00,1.00,0.00,2.84,0.00,0.00,247.00,95.00,0.00,17.00,0.00,135.00,
2019,10,"9E","Endeavor Air Inc.","TRI","Bristol/Johnson City/Kingsport, TN: Tri Cities",34.00,1.00,0.98,0.00,0.02,0.00,0.00,0.00,0.00,65.00,64.00,0.00,1.00,0.00,0.00,
2019,10,"9E","Endeavor Air Inc.","TUL","Tulsa, OK: Tulsa International",42.00,5.00,2.50,0.00,1.34,0.00,1.16,0.00,0.00,138.00,70.00,0.00,34.00,0.00,34.00,
2019,10,"9E","Endeavor Air Inc.","TVC","Traverse City, MI: Cherry Capital",62.00,8.00,4.38,0.00,0.40,0.00,3.22,0.00,1.00,1411.00,1173.00,0.00,14.00,0.00,224.00,
2019,10,"9E","Endeavor Air Inc.","TYS","Knoxville, TN: McGhee Tyson",378.00,62.00,16.58,2.49,13.43,0.00,29.50,1.00,0.00,4129.00,958.00,770.00,459.00,0.00,1942.00,
2019,10,"9E","Endeavor Air Inc.","XNA","Fayetteville, AR: Northwest Arkansas Regional",206.00,29.00,10.44,0.75,8.42,0.00,9.39,0.00,2.00,1537.00,602.00,106.00,409.00,0.00,420.00,
2019,10,"AA","American Airlines Inc.","ABQ","Albuquerque, NM: Albuquerque International Sunport",271.00,83.00,28.04,1.63,31.02,0.00,22.31,3.00,0.00,5027.00,1995.00,130.00,1094.00,0.00,1808.00,
2019,10,"AA","American Airlines Inc.","ALB","Albany, NY: Albany International",91.00,15.00,5.99,0.00,3.90,0.00,5.11,0.00,0.00,878.00,534.00,0.00,103.00,0.00,241.00,
2019,10,"AA","American Airlines Inc.","AMA","Amarillo, TX: Rick Husband Amarillo International",31.00,13.00,3.54,0.00,0.96,0.00,8.50,1.00,0.00,1999.00,830.00,0.00,126.00,0.00,1043.00,
2019,10,"AA","American Airlines Inc.","ANC","Anchorage, AK: Ted Stevens Anchorage International",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2019,10,"AA","American Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",1178.00,264.00,65.02,5.39,102.74,0.00,90.85,7.00,1.00,14153.00,3604.00,269.00,3871.00,0.00,6409.00,
2019,10,"AA","American Airlines Inc.","AUS","Austin, TX: Austin - Bergstrom International",980.00,223.00,62.90,7.73,74.23,0.00,78.14,14.00,2.00,10810.00,2939.00,478.00,2983.00,0.00,4410.00,
2019,10,"AA","American Airlines Inc.","BDL","Hartford, CT: Bradley International",460.00,69.00,29.96,1.86,14.98,0.00,22.21,6.00,1.00,2910.00,1225.00,57.00,459.00,0.00,1169.00,
2019,10,"AA","American Airlines Inc.","BHM","Birmingham, AL: Birmingham-Shuttlesworth International",34.00,7.00,4.44,0.12,2.21,0.00,0.22,1.00,0.00,465.00,370.00,5.00,83.00,0.00,7.00,
2019,10,"AA","American Airlines Inc.","BNA","Nashville, TN: Nashville International",603.00,94.00,40.76,3.10,13.86,0.00,36.28,9.00,1.00,6860.00,3488.00,171.00,492.00,0.00,2709.00,
2019,10,"AA","American Airlines Inc.","BOI","Boise, ID: Boise Air Terminal",60.00,15.00,5.71,0.00,4.32,0.00,4.96,0.00,0.00,566.00,272.00,0.00,126.00,0.00,168.00,
2019,10,"AA","American Airlines Inc.","BOS","Boston, MA: Logan International",2162.00,484.00,104.06,4.36,211.79,0.24,163.55,33.00,1.00,31034.00,6136.00,695.00,12015.00,28.00,12160.00,
2019,10,"AA","American Airlines Inc.","BUF","Buffalo, NY: Buffalo Niagara International",91.00,8.00,4.96,0.00,0.45,0.00,2.59,0.00,0.00,451.00,247.00,0.00,14.00,0.00,190.00,
2019,10,"AA","American Airlines Inc.","BUR","Burbank, CA: Bob Hope",61.00,28.00,6.38,0.00,12.62,0.00,9.00,4.00,0.00,1224.00,293.00,0.00,425.00,0.00,506.00,
2019,10,"AA","American Airlines Inc.","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",505.00,93.00,33.79,2.36,22.71,0.21,33.92,8.00,0.00,5207.00,1769.00,150.00,893.00,15.00,2380.00,
2019,10,"AA","American Airlines Inc.","BZN","Bozeman, MT: Bozeman Yellowstone International",4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2019,10,"AA","American Airlines Inc.","CAE","Columbia, SC: Columbia Metropolitan",62.00,18.00,5.90,0.01,3.99,1.00,7.10,1.00,0.00,1614.00,758.00,1.00,164.00,17.00,674.00,
2019,10,"AA","American Airlines Inc.","CHS","Charleston, SC: Charleston AFB/International",159.00,23.00,6.44,1.67,5.02,0.00,9.87,0.00,0.00,971.00,215.00,105.00,144.00,0.00,507.00,
2019,10,"AA","American Airlines Inc.","CLE","Cleveland, OH: Cleveland-Hopkins International",299.00,52.00,25.14,4.20,5.80,0.00,16.85,1.00,0.00,3098.00,1281.00,329.00,242.00,0.00,1246.00,
2019,10,"AA","American Airlines Inc.","CLT","Charlotte, NC: Charlotte Douglas International",8876.00,1101.00,352.15,7.89,276.51,0.48,463.97,61.00,5.00,78353.00,34214.00,710.00,9793.00,23.00,33613.00,
2019,10,"AA","American Airlines Inc.","CMH","Columbus, OH: John Glenn Columbus International",270.00,51.00,14.88,1.02,8.41,0.00,26.69,5.00,0.00,2661.00,834.00,69.00,379.00,0.00,1379.00,
2019,10,"AA","American Airlines Inc.","COS","Colorado Springs, CO: City of Colorado Springs Municipal",138.00,38.00,16.73,0.68,5.61,0.00,14.98,4.00,2.00,2728.00,1245.00,49.00,194.00,0.00,1240.00,
2019,10,"AA","American Airlines Inc.","CVG","Cincinnati, OH: Cincinnati/Northern Kentucky International",77.00,33.00,11.79,0.39,3.98,0.00,16.83,5.00,0.00,1965.00,488.00,108.00,145.00,0.00,1224.00,
2019,10,"AA","American Airlines Inc.","DCA","Washington, DC: Ronald Reagan Washington National",2392.00,332.00,90.57,7.64,88.30,0.00,145.49,34.00,9.00,18865.00,6162.00,472.00,3537.00,0.00,8694.00,
2019,10,"AA","American Airlines Inc.","DEN","Denver, CO: Denver International",864.00,215.00,66.10,8.57,81.78,0.00,58.55,12.00,1.00,12767.00,3793.00,1133.00,4012.00,0.00,3829.00,
2019,10,"AA","American Airlines Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",13308.00,2685.00,591.04,74.51,1049.55,2.45,967.44,277.00,110.00,199870.00,56367.00,13718.00,61961.00,166.00,67658.00,
2019,10,"AA","American Airlines Inc.","DSM","Des Moines, IA: Des Moines International",139.00,24.00,7.14,1.25,3.35,0.00,12.26,2.00,0.00,1429.00,541.00,86.00,108.00,0.00,694.00,
2019,10,"AA","American Airlines Inc.","DTW","Detroit, MI: Detroit Metro Wayne County",394.00,52.00,22.65,2.33,6.43,0.00,20.59,5.00,0.00,3365.00,1301.00,97.00,227.00,0.00,1740.00,
2019,10,"AA","American Airlines Inc.","EGE","Eagle, CO: Eagle County Regional",10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2019,10,"AA","American Airlines Inc.","ELP","El Paso, TX: El Paso International",143.00,35.00,13.91,0.19,12.13,0.00,8.77,2.00,0.00,1861.00,719.00,6.00,430.00,0.00,706.00,
2019,10,"AA","American Airlines Inc.","EWR","Newark, NJ: Newark Liberty International",710.00,236.00,44.31,4.07,124.05,1.00,62.57,4.00,1.00,14135.00,3076.00,180.00,6592.00,187.00,4100.00,
2019,10,"AA","American Airlines Inc.","FAT","Fresno, CA: Fresno Yosemite International",105.00,27.00,8.65,2.53,2.18,0.00,13.63,3.00,0.00,1857.00,554.00,208.00,120.00,0.00,975.00,
2019,10,"AA","American Airlines Inc.","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",484.00,130.00,42.14,1.44,45.32,0.00,41.10,3.00,1.00,6425.00,2206.00,243.00,1382.00,0.00,2594.00,
2019,10,"AA","American Airlines Inc.","GEG","Spokane, WA: Spokane International",90.00,29.00,13.77,0.00,9.66,0.00,5.57,0.00,1.00,2048.00,1305.00,0.00,286.00,0.00,457.00,
